g_scientificnName,g_kingdom,g_phylum,g_class,g_order,g_family,g_genus,g_higherGeographyID,g_country,g_locality,g_habitat,times_spotted
"Cheilinus undulatus Rüppell, 1835",Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Cheilinus,"Indian Ocean",Maldives,"Vaavu Atoll","Miyaru Kandu",1
"Cheilinus undulatus Rüppell, 1835",Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Cheilinus,"Indian Sea",Maldives,"Nord Nilandhe Atoll, Filitheyo","Lighthouse Chanel",1
"Cheilinus undulatus Rüppell, 1835",Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Cheilinus,"Laccadive Sea",Maldives,"Ari Atoll","Fish Head Mushi Mas Mingili Thila",1
"Cheilinus undulatus Rüppell, 1835",Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Cheilinus,"Laccadive Sea",Maldives,"Ari Atoll","Kari Beiru Thila",1
"Cheilinus undulatus Rüppell, 1835",Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Cheilinus,"Laccadive Sea",Maldives,"Ari Atoll","Kuda Thila",2
"Cheilinus undulatus Rüppell, 1835",Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Cheilinus,"Laccadive Sea",Maldives,"Lhaviyani Atoll","Bodu Giri",1
"Cheilinus undulatus Rüppell, 1835",Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Cheilinus,"Laccadive Sea",Maldives,"Lhaviyani Atoll","Mashura Outreef",1
"Cheilinus undulatus Rüppell, 1835",Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Cheilinus,"Laccadive Sea",Maldives,"Male Atoll","Banana Reef",1
"Cheilinus undulatus Rüppell, 1835",Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Cheilinus,"Laccadive Sea",Maldives,"Male Atoll","Guraidhoo Corner",1
"Cheilinus undulatus Rüppell, 1835",Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Cheilinus,"Laccadive Sea",Maldives,"Male Atoll","Guraidhoo Kandu",1
"Cheilinus undulatus Rüppell, 1835",Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Cheilinus,"Laccadive Sea",Maldives,"Male Atoll","Hp Reef",1
"Cheilinus undulatus Rüppell, 1835",Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Cheilinus,"Laccadive Sea",Maldives,"Male Atoll","Kandooma Thila",1
"Cheilinus undulatus Rüppell, 1835",Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Cheilinus,"Laccadive Sea",Maldives,"Male Atoll","Kuda Giri Wreck",1
"Cheilinus undulatus Rüppell, 1835",Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Cheilinus,"Laccadive Sea",Maldives,"North Ari Atoll","Bathalaa Maagaa Kan Thila",2
"Cheilinus undulatus Rüppell, 1835",Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Cheilinus,"Océan indien",Maldives,"Ari Atoll Nord","Maaya Thila",1
"Cheilinus undulatus Rüppell, 1835",Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Cheilinus,"Océan indien",Maldives,"Rasdhoo Atoll","Rasdhoo Madivaru",1
"Cheilinus undulatus Rüppell, 1835",Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Cheilinus,"OCEANS INDIEN",Maldives,"Male Atoll","Losrichi Corner",1
"Chelonia mydas Linnaeus 1758",Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia,"Indian Ocean",Maldives,"Male' Atoll","Manta Point",1
"Chelonia mydas Linnaeus 1758",Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia,"Indian Ocean",Maldives,"Nord Nilandhe Atoll",Cliffhanger,1
"Chelonia mydas Linnaeus 1758",Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia,"Indian Ocean",Maldives,"Nord Nilandhe Atoll, Filitheyo","Ibura Tila",1
"Chelonia mydas Linnaeus 1758",Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia,"Indian Ocean",Maldives,"North Male Atoll","Faru Beyru",1
"Chelonia mydas Linnaeus 1758",Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia,"Indian Oceean",Maldives,"Nord Nilandhe Atoll, Filitheyo","Ayer's Rock",1
"Chelonia mydas Linnaeus 1758",Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia,"Laccadive Sea",Maldives,"Kuredu, Lhaviyani Atoll","Kuredu House Reef",2
"Chelonia mydas Linnaeus 1758",Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia,"Laccadive Sea",Maldives,"Male Atoll","Banana Reef",2
"Chlidichthys inornatus Lubbock, 1976",Animalia,Chordata,Actinopterygii,Perciformes,Pseudochromidae,Chlidichthys,"Laccadive Sea",Maldives,"South Ari Atoll","Kudarah Thila",1
"Chlorurus strongylocephalus (Bleeker, 1854)",Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Chlorurus,"Indian Ocean",Maldives,"Rasdhoo Atoll","Veligandu North",1
"Chlorurus strongylocephalus (Bleeker, 1854)",Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Chlorurus,"Laccadive Sea",Maldives,"Dhonveli Island, North Male Atoll",Aquarium,1
"Chlorurus strongylocephalus (Bleeker, 1854)",Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Chlorurus,"Laccadive Sea",Maldives,"South Ari Atoll","Kuhdi Maa Wreck, Centara",1
"Chromis limbaughi Greenfield and Woods, 1980",Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,"Laccadive Sea",Maldives,"Lhaviyani Atoll","Bodu Giri",1
"Chromodoris coi",,,,,,,"Laccadive Sea",Maldives,"Male Atoll","Kuda Giri Wreck",1
"Cirrhitichthys oxycephalus (Bleeker, 1855)",Animalia,Chordata,Actinopterygii,Perciformes,Cirrhitidae,Cirrhitichthys,"Indian Ocean",Maldives,"Male Atoll","Bodu Gaa",1
"Comactinia echinoptera (Müller, 1840)",Animalia,Echinodermata,Crinoidea,Comatulida,Comasteridae,Comactinia,"Indian Ocean",Maldives,"Nord Nilandhe Atoll","Filitheyo House Reef",1
"Conchodytes tridacnae Peters, 1852",Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Conchodytes,"Indian Ocean",Maldives,"Nord Nilandhe Atoll",Cliffhanger,1
"Conchodytes tridacnae Peters, 1852",Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Conchodytes,"Indian Ocean",Maldives,"Nord Nilandhe Atoll, Filitheyo","Ibura Tila",1
"Coriocella hibyae Wellens 1991",,,,,,,"Indian Ocean",Maldives,"Ari Atoll","Panettone Manta Point",1
"Corythoichthys flavofasciatus (Rüppell, 1838)",Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Corythoichthys,"Medhufushi Meemu Atoll",Maldives,"Medhufushi Meemu Atoll","Boahura Express Medhufushi Meemu Atoll",1
"Corythoichthys schultzi Herald, 1953",Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Corythoichthys,"Indian Ocean",Maldives,"Kurumba Island Resort, North Male Atoll","Kurumba Reef",1
"Dasyatis brevicaudata (Hutton, 1875)",Animalia,Chordata,Elasmobranchii,Rajiformes,Dasyatidae,Dasyatis,"Indian Ocean",Maldives,"Nord Nilandhe Atoll","Filitheyo House Reef",1
"Dasyatis centroura (Mitchill, 1815)",Animalia,Chordata,Elasmobranchii,Rajiformes,Dasyatidae,Dasyatis,"Laccadive Sea",Maldives,"Male Atoll","Kandooma Thila",1
"Dasyatis centroura (Mitchill, 1815)",Animalia,Chordata,Elasmobranchii,Rajiformes,Dasyatidae,Dasyatis,"Laccadive Sea",Maldives,"Male Atoll","Nassimo Thila",1
"Dasyatis centroura (Mitchill, 1815)",Animalia,Chordata,Elasmobranchii,Rajiformes,Dasyatidae,Dasyatis,"Male Atoll",Maldives,"Kurumba Island Resort, North Male Atoll","Kurumba House Reef",1
"Dasyatis marmorata (Steindachner, 1892)",Animalia,Chordata,Elasmobranchii,Rajiformes,Dasyatidae,Dasyatis,"Indian Ocean",Maldives,"Vaavu Atoll","Alimatha Jetty",1
"Echidna catenata (Bloch, 1795)",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Echidna,"Indian Ocean",Maldives,"Rasdhoo Atoll","Veligandu North",1
"Echidna nocturna (Cope, 1872)",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Echidna,"Indian Ocean",Maldives,"atoll sud","Origandu Finolhu",1
"Echidna nocturna (Cope, 1872)",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Echidna,"Laccadive Sea",Maldives,"Lhaviyani Atoll","Anemone Thila",1
"Epinephelus fasciatus (Forsskål, 1775)",Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus,"Laccadive Sea",Maldives,"Ari Atoll","Kari Beiru Thila",1
"Epinephelus fasciatus (Forsskål, 1775)",Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus,"Océan indien",Maldives,"Ari Atoll Nord","Maaya Thila",1
"Epinephelus merra Bloch, 1793",Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus,"Laccadive Sea",Maldives,"Kuredu, Lhaviyani Atoll","Kuredu House Reef",1
"Epinephelus tukula Morgans, 1959",Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus,"Indian Ocean",Maldives,"South Ari Atoll","Bappolhi Thila",1
"Eretmochelys imbricata (LINNAEUS) 1766",Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Eretmochelys,"Indian Ocean",Maldives,"North Ari Atoll","Fish Head",1
"Eretmochelys imbricata (LINNAEUS) 1766",Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Eretmochelys,"Indian Ocean",Maldives,"North Male Atoll","Faru Beyru",1
"Eretmochelys imbricata (LINNAEUS) 1766",Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Eretmochelys,"Indian Ocean",Maldives,"North Male Atoll","Hudhuveli Beyru",1
"Eretmochelys imbricata (LINNAEUS) 1766",Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Eretmochelys,"Indian Ocean",Maldives,"North Male Atoll","Lankan Manta Point",1
"Eretmochelys imbricata (LINNAEUS) 1766",Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Eretmochelys,"Indian Ocean",Maldives,"Vaavu Atoll","Alimatha Jetty",1
"Eretmochelys imbricata (LINNAEUS) 1766",Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Eretmochelys,"Laccadive Sea",Maldives,"Lhaviyani Atoll","Mashura Outreef",1
"Eunicella verrucosa (Pallas, 1766)",Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,"Meemu Atoll",Maldives,"Medhufushi Meemu Atoll","Medhufushi Tilas",1
"Exocoetus volitans Linnaeus, 1758",Animalia,Chordata,Actinopterygii,Beloniformes,Exocoetidae,Exocoetus,"Indian Ocean",Maldives,"Nord Nilandhe Atoll, Filitheyo","Ibura Tila",1
"Fistularia petimba Lacepède, 1803",Animalia,Chordata,Actinopterygii,Syngnathiformes,Fistulariidae,Fistularia,"Indian Ocean",Maldives,"Kuramathi (Rasdhoo Atoll)","Laguna Kuramathi",1
"Fistularia petimba Lacepède, 1803",Animalia,Chordata,Actinopterygii,Syngnathiformes,Fistulariidae,Fistularia,"Laccadive Sea",Maldives,"Ari Atoll","Fish Head Mushi Mas Mingili Thila",1
"Fistularia tabacaria Linnaeus, 1758",Animalia,Chordata,Actinopterygii,Syngnathiformes,Fistulariidae,Fistularia,"Indian Ocean",Maldives,"Nord Nilandhe Atoll","Filitheyo House Reef",2
"Forcipiger flavissimus Jordan & McGregor, 1898",Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Forcipiger,"Indian Ocean",Maldives,"Kuramathi (Rasdhoo Atoll)","Laguna Kuramathi",1
"Forcipiger flavissimus Jordan & McGregor, 1898",Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Forcipiger,"Indian Ocean",Maldives,"Nord Nilandhe Atoll, Filitheyo","The Cathedral",1
"Forcipiger flavissimus Jordan & McGregor, 1898",Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Forcipiger,"Indian Ocean",Maldives,"Rasdhoo Atoll","Veligandu North",1
"Forcipiger flavissimus Jordan & McGregor, 1898",Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Forcipiger,"Laccadive Sea",Maldives,"Kuredu, Lhaviyani Atoll","Kuredu House Reef",1
"Galeocerdo cuvier (Péron & Lesueur, 1822)",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Galeocerdo,"Indian Ocean",Maldives,"Ari Atoll","Moofushi House Reef",1
"Ginglymostoma cirratum (Bonnaterre, 1788)",Animalia,Chordata,Elasmobranchii,Orectolobiformes,Ginglymostomatidae,Ginglymostoma,"Dhuni Kohlu",Maldives,"Baa atoll ","Medhu Thila",1
"Ginglymostoma cirratum (Bonnaterre, 1788)",Animalia,Chordata,Elasmobranchii,Orectolobiformes,Ginglymostomatidae,Ginglymostoma,"Indian Ocean",Maldives,"Baa atoll ","Kakani Thila",1
"Ginglymostoma cirratum (Bonnaterre, 1788)",Animalia,Chordata,Elasmobranchii,Orectolobiformes,Ginglymostomatidae,Ginglymostoma,"Indian Ocean",Maldives,"North Ari Atoll","Fish Head",1
"Ginglymostoma cirratum (Bonnaterre, 1788)",Animalia,Chordata,Elasmobranchii,Orectolobiformes,Ginglymostomatidae,Ginglymostoma,"Indian Ocean",Maldives,"South Ari Atoll","Kudhimaa Wreck",1
"Ginglymostoma cirratum (Bonnaterre, 1788)",Animalia,Chordata,Elasmobranchii,Orectolobiformes,Ginglymostomatidae,Ginglymostoma,"Indian Ocean",Maldives,"Vaavu Atoll","Alimatha Jetty",2
"Ginglymostoma cirratum (Bonnaterre, 1788)",Animalia,Chordata,Elasmobranchii,Orectolobiformes,Ginglymostomatidae,Ginglymostoma,"Laccadive Sea",Maldives,"Vaavu Atoll","Alimathaa Jetty",1
"Gnathanodon speciosus (Forsskål, 1775)",Animalia,Chordata,Actinopterygii,Perciformes,Carangidae,Gnathanodon,"Indian Ocean",Maldives,"Kuramathi (Rasdhoo Atoll)","Laguna Kuramathi",1
"Gnathanodon speciosus (Forsskål, 1775)",Animalia,Chordata,Actinopterygii,Perciformes,Carangidae,Gnathanodon,"Indian Ocean",Maldives,"Rasdhoo Atoll","Veligandu North",1
"Gnathanodon speciosus (Forsskål, 1775)",Animalia,Chordata,Actinopterygii,Perciformes,Carangidae,Gnathanodon,"Laccadive Sea",Maldives,"Ari Atoll","Kari Beiru Thila",1
"Gnathanodon speciosus (Forsskål, 1775)",Animalia,Chordata,Actinopterygii,Perciformes,Carangidae,Gnathanodon,"Océan indien",Maldives,"Ari Atoll Nord","Maaya Thila",1
"Gracila albomarginata (Fowler and Bean, 1930)",Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Gracila,"Indian Ocean",Maldives,"Male Atoll","Bandos Rock",1
"Gramma loreto Poey, 1868",Animalia,Chordata,Actinopterygii,Perciformes,Grammatidae,Gramma,"Indian Ocean",Maldives,"Nord Nilandhe Atoll","Filitheyo House Reef",3
"Gymnosarda unicolor (Rüppell, 1836)",Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Gymnosarda,"Indian Ocean",Maldives,"Ari Atoll","Panettone Manta Point",1
"Gymnosarda unicolor (Rüppell, 1836)",Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Gymnosarda,"Indian Ocean",Maldives,"Nord Nilandhe Atoll, Filitheyo","The Cathedral",1
"Gymnothorax afer Bloch, 1795",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"Laccadive Sea",Maldives,"Kuredu, Lhaviyani Atoll","Bodu Giri",1
"Gymnothorax buroensis (Bleeker, 1857)",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"Indian Ocean",Maldives,"North Ari Atoll","Fish Head",1
"Gymnothorax buroensis (Bleeker, 1857)",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"Indian Ocean",Maldives,"Vaavu Atoll","Miyaru Thila",1
"Gymnothorax buroensis (Bleeker, 1857)",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"Laccadive Sea",Maldives,"Male Atoll","Banana Reef",1
"Gymnothorax favagineus Bloch & Schneider, 1801",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"Laccadive Sea",Maldives,"Dhonveli Island, North Male Atoll",Aquarium,1
"Gymnothorax favagineus Bloch & Schneider, 1801",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"Laccadive Sea",Maldives,"Male Atoll","Guraidhoo Corner",1
"Gymnothorax favagineus Bloch & Schneider, 1801",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"Laccadive Sea",Maldives,"Male Atoll","Olhuveli Beach Resort & Spa House Reef",1
"Gymnothorax favagineus Bloch & Schneider, 1801",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"leccadive sea",Maldives,"Dhonveli Island, North Male Atoll",Gaamaadhoo,1
"Gymnothorax fimbriatus (Bennett, 1832)",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"Laccadive Sea",Maldives,"Male Atoll","Banana Reef",1
"Gymnothorax flavimarginatus (Rüppell, 1830)",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"Fonimagoodhoo Island, Baa Atoll",Maldives,"Fonimagoodhoo Island, Baa Atoll","Reethi House Reef",1
"Gymnothorax flavimarginatus (Rüppell, 1830)",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"Indian Ocean",Maldives,"Kuramathi (Rasdhoo Atoll)","Three Palms",1
"Gymnothorax flavimarginatus (Rüppell, 1830)",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"Indian Ocean",Maldives,"Male' Atoll","Manta Point",1
"Gymnothorax flavimarginatus (Rüppell, 1830)",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"Indian Ocean",Maldives,"Nord Nilandhe Atoll","Filitheyo House Reef",4
"Gymnothorax flavimarginatus (Rüppell, 1830)",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"Indian Ocean",Maldives,"Nord Nilandhe Atoll, Filitheyo","The Cathedral",1
"Gymnothorax flavimarginatus (Rüppell, 1830)",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"Indian Ocean",Maldives,"North Ari Atoll","Fish Head",1
"Gymnothorax flavimarginatus (Rüppell, 1830)",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"Indian Ocean",Maldives,"Rasdhoo Atoll","Veligandu North",1
"Gymnothorax flavimarginatus (Rüppell, 1830)",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"Indian Ocean",Maldives,"Vaavu Atoll","Miyaru Thila",1
"Gymnothorax flavimarginatus (Rüppell, 1830)",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"Laccadive Sea",Maldives,"Ari Atoll","Kari Beiru Thila",1
"Gymnothorax flavimarginatus (Rüppell, 1830)",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"Laccadive Sea",Maldives,"Ari Atoll","Kuda Thila",1
"Gymnothorax flavimarginatus (Rüppell, 1830)",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"Laccadive Sea",Maldives,"Dhonveli Island, North Male Atoll",Aquarium,1
"Gymnothorax flavimarginatus (Rüppell, 1830)",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"Laccadive Sea",Maldives,"Kuramathi (Rasdhoo Atoll)",Madivaru,1
"Gymnothorax flavimarginatus (Rüppell, 1830)",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"Laccadive Sea",Maldives,"Lhaviyani Atoll","Mashura Outreef",1
"Gymnothorax flavimarginatus (Rüppell, 1830)",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"Laccadive Sea",Maldives,"Male Atoll","Banana Reef",1
"Gymnothorax flavimarginatus (Rüppell, 1830)",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"Laccadive Sea",Maldives,"North Ari Atoll","Bathalaa Maagaa Kan Thila",1
"Gymnothorax flavimarginatus (Rüppell, 1830)",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"Laccadive Sea",Maldives,"North Ari Atoll","Maaya Thila",1
"Gymnothorax flavimarginatus (Rüppell, 1830)",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"leccadive sea",Maldives,"Dhonveli Island, North Male Atoll",Gaamaadhoo,1
"Gymnothorax flavimarginatus (Rüppell, 1830)",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"Medhufushi Meemu Atoll",Maldives,"Medhufushi Meemu Atoll","Mantas And More Medhufushi Meemu Atoll",1
"Gymnothorax flavimarginatus (Rüppell, 1830)",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"Océan indien",Maldives,"Ari Atoll Nord","Maaya Thila",1
"Gymnothorax flavimarginatus (Rüppell, 1830)",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"OCEANS INDIEN",Maldives,"Male Atoll","Losrichi Corner",1
"Gymnothorax funebris Ranzani, 1839",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"Indian Ocean",Maldives,"Ari Atoll","Moofushi House Reef",1
"Gymnothorax isingteena (Richardson, 1845)",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"Indian Ocean",Maldives,"atoll sud","Origandu Finolhu",1
"Gymnothorax javanicus (Bleeker, 1859)",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"Indian Ocean",Maldives,"Male Atoll","Bodu Gaa",1
"Gymnothorax javanicus (Bleeker, 1859)",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"Indian Ocean",Maldives,"Nord Nilandhe Atoll","Filitheyo House Reef",1
"Gymnothorax javanicus (Bleeker, 1859)",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"Laccadive Sea",Maldives,"North Ari Atoll","Maaya Thila",1
"Gymnothorax meleagris (Shaw, 1795)",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"Fonimagoodhoo Island, Baa Atoll",Maldives,"Fonimagoodhoo Island, Baa Atoll","Reethi House Reef",1
"Gymnothorax meleagris (Shaw, 1795)",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"Indian Ocean",Maldives,"Kuramathi (Rasdhoo Atoll)","Laguna Kuramathi",1
"Gymnothorax meleagris (Shaw, 1795)",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"Indian Ocean",Maldives,"Kuramathi (Rasdhoo Atoll)","Three Palms",1
"Gymnothorax meleagris (Shaw, 1795)",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"Indian Ocean",Maldives,"Rasdhoo Atoll","Veligandu North",1
"Gymnothorax meleagris (Shaw, 1795)",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"Laccadive Sea",Maldives,"South Ari Atoll","Kuhdi Maa Wreck, Centara",1
"Gymnothorax pictus (Ahl, 1789)",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"Indian Ocean",Maldives,"Kuramathi (Rasdhoo Atoll)",Madivaru,1
"Gymnothorax pictus (Ahl, 1789)",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"Indian Ocean",Maldives,"Kurumba Island Resort, North Male Atoll","Kurumba Reef",1
"Gymnothorax pictus (Ahl, 1789)",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"Laccadive Sea",Maldives,"Male Atoll","Banana Reef",1
"Gymnothorax pictus (Ahl, 1789)",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"Laccadive Sea",Maldives,"Male Atoll","Kandooma Thila",1
"Gymnothorax pictus (Ahl, 1789)",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"Laccadive Sea",Maldives,"Male Atoll","Kuda Giri Wreck",1
"Gymnothorax undulatus (Lacepède, 1803)",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"Laccadive Sea",Maldives,"Male Atoll","Guraidhoo Corner",1
"Gymnothorax undulatus (Lacepède, 1803)",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"Laccadive Sea",Maldives,"South Male Atoll","Kuda Giri Wreck",1
"Gymnothorax unicolor (Delaroche, 1809)",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"Laccadive Sea",Maldives,"Ari Atoll","Kari Beiru Thila",1
"Gymnothorax unicolor (Delaroche, 1809)",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"Laccadive Sea",Maldives,"Ari Atoll","Kuda Thila",1
"Gymnothorax unicolor (Delaroche, 1809)",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,"Océan indien",Maldives,"Ari Atoll Nord","Maaya Thila",1
"Hapalochlaena maculosa (Hoyle, 1883)",Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Hapalochlaena,"Indian Ocean",Maldives,"North Ari Atoll","Fish Head",1
"Hapalochlaena maculosa (Hoyle, 1883)",Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Hapalochlaena,"Laccadive Sea",Maldives,"Dhonveli Island, North Male Atoll",Aquarium,1
"Hapalochlaena maculosa (Hoyle, 1883)",Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Hapalochlaena,"Laccadive Sea",Maldives,"North Ari Atoll","Hafsa Thila",1
"Hapalochlaena maculosa (Hoyle, 1883)",Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Hapalochlaena,"Laccadive Sea",Maldives,"North Ari Atoll","Kandol Manta Point",1
"Hapalochlaena maculosa (Hoyle, 1883)",Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Hapalochlaena,"Medhufushi Meemu Atoll",Maldives,"Medhufushi Meemu Atoll","Boahura Express Medhufushi Meemu Atoll",1
"Heniochus acuminatus (Linnaeus, 1758)",Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Heniochus,"Indian Ocean",Maldives,"Rasdhoo Atoll","Veligandu North",1
"Heniochus acuminatus (Linnaeus, 1758)",Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Heniochus,"Laccadive Sea",Maldives,"Ari Atoll","Rangali Madivaru",1
"Heniochus acuminatus (Linnaeus, 1758)",Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Heniochus,"Laccadive Sea",Maldives,"Kuredu, Lhaviyani Atoll","Kuredu House Reef",1
