g_scientificnName,g_kingdom,g_phylum,g_class,g_order,g_family,g_genus,g_higherGeographyID,g_country,g_locality,g_habitat,times_spotted
"Heniochus diphreutes Jordan, 1903",Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Heniochus,"Indian Ocean",Maldives,"Nord Nilandhe Atoll, Filitheyo","Ibura Tila",1
"Heniochus diphreutes Jordan, 1903",Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Heniochus,"Indian Ocean",Maldives,"Nord Nilandhe Atoll, Filitheyo","Takatuka Land",1
"Heniochus diphreutes Jordan, 1903",Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Heniochus,"Indian Ocean",Maldives,"Nord Nilandhe Atoll, Filitheyo","The Cathedral",1
"Heniochus monoceros Cuvier, 1831",Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Heniochus,"Laccadive Sea",Maldives,"Ari Atoll","Rangali Madivaru",1
"Heteroconger hassi (Klausewitz & Eibl-Eibesfeldt, 1959)",Animalia,Chordata,Actinopterygii,Anguilliformes,Congridae,Heteroconger,"Indian Ocean",Maldives,"Nord Nilandhe Atoll","Filitheyo House Reef",1
"Heteroconger longissimus Günther, 1870",Animalia,Chordata,Actinopterygii,Anguilliformes,Congridae,Heteroconger,"Indian Ocean",Maldives,"North Male Atoll",Kanduoiygiri,1
"Himantura gerrardi (Gray, 1851)",Animalia,Chordata,Elasmobranchii,Rajiformes,Dasyatidae,Himantura,"Laccadive Sea",Maldives,"North Ari Atoll","Fish Head",1
"Himantura gerrardi (Gray, 1851)",Animalia,Chordata,Elasmobranchii,Rajiformes,Dasyatidae,Himantura,"Laccadive Sea",Maldives,"North Ari Atoll","Orimas Thila",1
"Himantura jenkinsii (Annandale, 1909)",Animalia,Chordata,Elasmobranchii,Rajiformes,Dasyatidae,Himantura,"Indian Ocean",Maldives,"Vaavu Atoll","Alimatha Jetty",1
"Himantura uarnak (Gmelin, 1789)",Animalia,Chordata,Elasmobranchii,Rajiformes,Dasyatidae,Himantura,"Indian Ocean",Maldives,"Vaavu Atoll","Alimatha Jetty",1
"Himantura uarnak (Gmelin, 1789)",Animalia,Chordata,Elasmobranchii,Rajiformes,Dasyatidae,Himantura,"Laccadive Sea",Maldives,"Ari Atoll","Madivaru Rangali Manta Point",1
"Himantura uarnak (Gmelin, 1789)",Animalia,Chordata,Elasmobranchii,Rajiformes,Dasyatidae,Himantura,"Laccadive Sea",Maldives,"North Ari Atoll","Maaya Thila",1
"Himantura undulata (Bleeker, 1852)",Animalia,Chordata,Elasmobranchii,Rajiformes,Dasyatidae,Himantura,"Indian Ocean",Maldives,"atoll sud","Origandu Finolhu",1
"Holothuria impatiens (Forskaal, 1775)",Animalia,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,"Indian Ocean",Maldives,"Kuramathi (Rasdhoo Atoll)","Laguna Kuramathi",1
"Hypselodoris bullockii (Collingwood, 1881)",Animalia,Mollusca,Gastropoda,Nudibranchia,Chromodorididae,Hypselodoris,"Indian Ocean",Maldives,"South Ari Atoll","Kudhimaa Wreck",1
"Katsuwonus pelamis (Linnaeus, 1758)",Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Katsuwonus,"Laccadive Sea",Maldives,"Male Atoll","Hp Reef",1
"Katsuwonus pelamis (Linnaeus, 1758)",Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Katsuwonus,"Laccadive Sea",Maldives,"Male Atoll","Nassimo Thila",1
"Lepidochelys olivacea Eschscholtz 1829",Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,"Indian Ocean",Maldives,"Kuramathi (Rasdhoo Atoll)",Madivaru,1
"Lepidochelys olivacea Eschscholtz 1829",Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,"Indian Ocean",Maldives,"Kuredu, Lhaviyani Atoll","Kuredu Caves Turtle Airport",1
"Lepidochelys olivacea Eschscholtz 1829",Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,"Indian Ocean",Maldives,"Nord Nilandhe Atoll","Filitheyo House Reef",1
"Lepidochelys olivacea Eschscholtz 1829",Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,"Indian Ocean",Maldives,"Nord Nilandhe Atoll, Filitheyo","Jumping Jack Channel",1
"Lepidochelys olivacea Eschscholtz 1829",Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,"Indian Ocean",Maldives,"North Ari Atoll",Fesdu,1
"Lepidochelys olivacea Eschscholtz 1829",Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,"Indian Ocean",Maldives,"North Ari Atoll","Fish Head",1
"Lepidochelys olivacea Eschscholtz 1829",Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,"Indian Ocean",Maldives,"Vaavu Atoll","Miyaru Thila",1
"Lepidochelys olivacea Eschscholtz 1829",Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,"Laccadive Sea",Maldives,"Ari Atoll","Fish Head Mushi Mas Mingili Thila",1
"Lepidochelys olivacea Eschscholtz 1829",Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,"Laccadive Sea",Maldives,"Ari Atoll","Maya Thila",1
"Lepidochelys olivacea Eschscholtz 1829",Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,"Laccadive Sea",Maldives,"Male Atoll","Banana Reef",1
"Lepidochelys olivacea Eschscholtz 1829",Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,"Laccadive Sea",Maldives,"Male Atoll","Guraidhoo Corner",1
"Lepidochelys olivacea Eschscholtz 1829",Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,"Laccadive Sea",Maldives,"Male Atoll","Kandooma Thila",1
"Lepidochelys olivacea Eschscholtz 1829",Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,"Laccadive Sea",Maldives,"Male Atoll","Nassimo Thila",1
"Lepidochelys olivacea Eschscholtz 1829",Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,"Laccadive Sea",Maldives,"North Ari Atoll","Kandol Manta Point",1
"Lepidochelys olivacea Eschscholtz 1829",Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,"Laccadive Sea",Maldives,"South Ari Atoll","Maamigili Beru",2
"Lutjanus bohar (Forsskål, 1775)",Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,"Laccadive Sea",Maldives,"North Ari Atoll","Halaveli Wreck",1
"Lutjanus kasmira (Forsskål, 1775)",Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,"Indian Ocean",Maldives,"Nord Nilandhe Atoll, Filitheyo","Bodu Beru",1
"Lutjanus monostigma (Cuvier, 1828)",Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,"Indian Ocean",Maldives,"Kuramathi (Rasdhoo Atoll)","Laguna Kuramathi",1
"Lutjanus monostigma (Cuvier, 1828)",Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,"Indian Ocean",Maldives,"Rasdhoo Atoll","Veligandu North",1
"Lutjanus notatus (Cuvier, 1828)",Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,"Laccadive Sea",Maldives,"Lhaviyani Atoll","Anemone Thila",1
"Lutjanus notatus (Cuvier, 1828)",Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,"Océan indien",Maldives,"Lhaviyani Atoll",Aquarium,1
"Macolor niger (Forsskål, 1775)",Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Macolor,"Indian Ocean",Maldives,"Kuramathi (Rasdhoo Atoll)",Madivaru,1
"Macropharyngodon bipartitus Smith, 1957",Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Macropharyngodon,"Indian Ocean",Maldives,"Felidhoo Atoll","Kudhiboli Corner",1
"Manta alfredi (Krefft, 1868)",,,,,,,"Indian Ocean",Maldives,"Ari Atoll","Panettone Manta Point",2
"Manta alfredi (Krefft, 1868)",,,,,,,"Indian Ocean",Maldives,"North Ari Atoll","Fesdu Lagoon",1
"Manta alfredi (Krefft, 1868)",,,,,,,"Indian Ocean",Maldives,"North Ari Atoll","Maaya Lagoon",1
"Manta alfredi (Krefft, 1868)",,,,,,,"Indian Ocean",Maldives,"South Ari Atoll",Madivaru,1
"Manta alfredi (Krefft, 1868)",,,,,,,"Laccadive Sea",Maldives,"Ari Atoll","Madivaru Rangali Manta Point",3
"Manta alfredi (Krefft, 1868)",,,,,,,"Laccadive Sea",Maldives,"South Ari Atoll","Rangali Corner",1
"Manta alfredi (Krefft, 1868)",,,,,,,"North Male Atoll",Maldives,"North Male Atoll","Lankan Beyru",1
"Manta birostris (Walbaum, 1792)",Animalia,Chordata,Elasmobranchii,Rajiformes,Myliobatidae,Manta,"Indian Ocean",Maldives,"Ari Atoll","Maa Faru Corner",1
"Manta birostris (Walbaum, 1792)",Animalia,Chordata,Elasmobranchii,Rajiformes,Myliobatidae,Manta,"Indian Ocean",Maldives,"Kuramathi (Rasdhoo Atoll)","Hammerhead Point",1
"Manta birostris (Walbaum, 1792)",Animalia,Chordata,Elasmobranchii,Rajiformes,Myliobatidae,Manta,"Indian Ocean",Maldives,"Kuramathi (Rasdhoo Atoll)","Manta Block",1
"Manta birostris (Walbaum, 1792)",Animalia,Chordata,Elasmobranchii,Rajiformes,Myliobatidae,Manta,"Indian Ocean",Maldives,"Male' Atoll","Manta Point",1
"Manta birostris (Walbaum, 1792)",Animalia,Chordata,Elasmobranchii,Rajiformes,Myliobatidae,Manta,"Indian Ocean",Maldives,"Nord Nilandhe Atoll, Filitheyo","Ibura Tila",1
"Manta birostris (Walbaum, 1792)",Animalia,Chordata,Elasmobranchii,Rajiformes,Myliobatidae,Manta,"Indian Ocean",Maldives,"North Ari Atoll","Fesdu Lagoon",2
"Manta birostris (Walbaum, 1792)",Animalia,Chordata,Elasmobranchii,Rajiformes,Myliobatidae,Manta,"Laccadive Sea",Maldives,"Dhonveli Island, North Male Atoll",Aquarium,1
"Manta birostris (Walbaum, 1792)",Animalia,Chordata,Elasmobranchii,Rajiformes,Myliobatidae,Manta,"Laccadive Sea",Maldives,"North Ari Atoll","Kandol Manta Point",1
"Manta birostris (Walbaum, 1792)",Animalia,Chordata,Elasmobranchii,Rajiformes,Myliobatidae,Manta,"leccadive sea",Maldives,"Dhonveli Island, North Male Atoll",Gaamaadhoo,1
"Manta birostris (Walbaum, 1792)",Animalia,Chordata,Elasmobranchii,Rajiformes,Myliobatidae,Manta,"Océan indien",Maldives,"Lhaviyani Atoll",Aquarium,1
"Melanorhinus cyanellus (Meek and Hildebrand, 1923)",Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Melanorhinus,"Laccadive Sea",Maldives,"Lhaviyani Atoll","Anemone Thila",1
"Melichthys indicus Randall & Klausewitz, 1973",Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Melichthys,"Laccadive Sea",Maldives,"Male Atoll","Kuda Giri Wreck",1
"Mobula japanica (Müller and Henle, 1841)",Animalia,Chordata,Elasmobranchii,Rajiformes,Myliobatidae,Mobula,"Indian Ocean",Maldives,"Ari Atoll","Moofushi Channel",1
"Mobula japanica (Müller and Henle, 1841)",Animalia,Chordata,Elasmobranchii,Rajiformes,Myliobatidae,Mobula,"Laccadive Sea",Maldives,"Kuramathi (Rasdhoo Atoll)",Madivaru,1
"Muraena retifera Goode and Bean, 1882",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Muraena,"Indian Ocean",Maldives,"Kurumba Island Resort, North Male Atoll","Kurumba Reef",1
"Muraena retifera Goode and Bean, 1882",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Muraena,"Laccadive Sea",Maldives,"Lhaviyani Atoll","Bodu Giri",1
"Muraena retifera Goode and Bean, 1882",Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Muraena,"Océan indien",Maldives,"Lhaviyani Atoll",Aquarium,1
Myliobatinae,,,,,,,"Indian Ocean",Maldives,"North Ari Atoll","Fish Head",1
Myliobatinae,,,,,,,"Laccadive Sea",Maldives,"North Ari Atoll","Hafsa Thila",1
"Myliobatis aquila (Linnaeus, 1758)",Animalia,Chordata,Elasmobranchii,Rajiformes,Myliobatidae,Myliobatis,"Indian Ocean",Maldives,"atoll sud","Origandu Finolhu",1
"Myliobatis aquila (Linnaeus, 1758)",Animalia,Chordata,Elasmobranchii,Rajiformes,Myliobatidae,Myliobatis,"Indian Ocean",Maldives,"Kuramathi (Rasdhoo Atoll)",Madivaru,1
"Myliobatis aquila (Linnaeus, 1758)",Animalia,Chordata,Elasmobranchii,Rajiformes,Myliobatidae,Myliobatis,"Indian Ocean",Maldives,"North Male Atoll","Thulusdoo Corner",1
"Myliobatis aquila (Linnaeus, 1758)",Animalia,Chordata,Elasmobranchii,Rajiformes,Myliobatidae,Myliobatis,"Indian Ocean",Maldives,"South Ari Atoll","Vilamendhoo Thila",1
"Myliobatis californica Gill, 1865",Animalia,Chordata,Elasmobranchii,Rajiformes,Myliobatidae,Myliobatis,"Indian Ocean",Maldives,"atoll sud","Origandu Finolhu",1
"Myliobatis goodei Garman, 1885",Animalia,Chordata,Elasmobranchii,Rajiformes,Myliobatidae,Myliobatis,"Indian Ocean",Maldives,"atoll sud","Origandu Finolhu",1
"Naso brevirostris (Cuvier, 1829)",Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Naso,"Indian Ocean",Maldives,"Nord Nilandhe Atoll","Filitheyo House Reef",3
"Naso brevirostris (Cuvier, 1829)",Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Naso,"Indian Ocean",Maldives,"Rasdhoo Atoll","Veligandu North",1
"Naso brevirostris (Cuvier, 1829)",Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Naso,"Laccadive Sea",Maldives,"Kuredu, Lhaviyani Atoll","Kuredu House Reef",1
"Naso unicornis (Forsskål, 1775)",Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Naso,"Laccadive Sea",Maldives,"Ari Atoll","Rangali Madivaru",1
"Neotrygon kuhlii (Müller & Henle, 1841)",Animalia,Chordata,Elasmobranchii,Rajiformes,Dasyatidae,Neotrygon,"Indian Ocean",Maldives,"South Ari Atoll","Rah Digga Thila",1
"Neotrygon kuhlii (Müller & Henle, 1841)",Animalia,Chordata,Elasmobranchii,Rajiformes,Dasyatidae,Neotrygon,"Laccadive Sea",Maldives,"North Ari Atoll","Maaya Thila",1
"Octopus vulgaris Cuvier, 1797",Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,"Indian Ocean",Maldives,"Nord Nilandhe Atoll, Filitheyo","Two Brothers",1
"Octopus vulgaris Cuvier, 1797",Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,"Laccadive Sea",Maldives,"South Ari Atoll","Kudarah Thila",1
"Odontodactylus scyllarus (Linnaeus, 1758)",Animalia,Arthropoda,Malacostraca,Stomatopoda,Odontodactylidae,Odontodactylus,"Indian Ocean",Maldives,"Male Atoll","Bandos Rock",1
"Odonus niger (Rüppell, 1836)",Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Odonus,"Indian Ocean",Maldives,"Kurumba Island Resort, North Male Atoll","Kurumba Reef",1
"Odonus niger (Rüppell, 1836)",Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Odonus,"Indian Ocean",Maldives,"Nord Nilandhe Atoll",Cliffhanger,1
"Odonus niger (Rüppell, 1836)",Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Odonus,"Indian Ocean",Maldives,"Nord Nilandhe Atoll","Filitheyo House Reef",1
"Odonus niger (Rüppell, 1836)",Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Odonus,"Indian Ocean",Maldives,"Nord Nilandhe Atoll, Filitheyo","Bodu Beru",1
"Odonus niger (Rüppell, 1836)",Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Odonus,"Indian Ocean",Maldives,"Nord Nilandhe Atoll, Filitheyo","Ibura Tila",1
"Odonus niger (Rüppell, 1836)",Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Odonus,"Indian Ocean",Maldives,"Nord Nilandhe Atoll, Filitheyo","Takatuka Land",1
"Odonus niger (Rüppell, 1836)",Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Odonus,"Indian Ocean",Maldives,"Nord Nilandhe Atoll, Filitheyo","The Cathedral",1
"Odonus niger (Rüppell, 1836)",Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Odonus,"Indian Ocean",Maldives,"Nord Nilandhe Atoll, Filitheyo","Two Brothers",1
"Odonus niger (Rüppell, 1836)",Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Odonus,"Indian Oceean",Maldives,"Nord Nilandhe Atoll, Filitheyo","Ayer's Rock",1
"Osmerus eperlanus (Linnaeus, 1758)",Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Osmerus,"leccadive sea",Maldives,"Dhonveli Island, North Male Atoll",Gaamaadhoo,1
"Ostracion cubicus Linnaeus, 1758",Animalia,Chordata,Actinopterygii,Tetraodontiformes,Ostraciidae,Ostracion,"Indian Ocean",Maldives,"Kurumba Island Resort, North Male Atoll","Kurumba Reef",1
"Ostracion cubicus Linnaeus, 1758",Animalia,Chordata,Actinopterygii,Tetraodontiformes,Ostraciidae,Ostracion,"Indian Ocean",Maldives,"Noonu Atoll, Maldives","House Reef",1
"Ostracion cubicus Linnaeus, 1758",Animalia,Chordata,Actinopterygii,Tetraodontiformes,Ostraciidae,Ostracion,"Laccadive Sea",Maldives,"Kuredu, Lhaviyani Atoll","Kuredu House Reef",1
"Ostracion cubicus Linnaeus, 1758",Animalia,Chordata,Actinopterygii,Tetraodontiformes,Ostraciidae,Ostracion,"Laccadive Sea",Maldives,"Lhaviyani Atoll","Anemone Thila",1
"Ostracion meleagris Shaw, 1796",Animalia,Chordata,Actinopterygii,Tetraodontiformes,Ostraciidae,Ostracion,"Indian Ocean",Maldives,"Male Atoll","Feydhoo Wall",1
"Ostracion nasus Bloch, 1785",Animalia,Chordata,Actinopterygii,Tetraodontiformes,Ostraciidae,Ostracion,"Indian Ocean",Maldives,"Rasdhoo Atoll","Veligandu North",1
"Palinurus elephas (Fabricius, 1787)",Animalia,Arthropoda,Malacostraca,Decapoda,Palinuridae,Palinurus,"leccadive sea",Maldives,"Dhonveli Island, North Male Atoll",Gaamaadhoo,1
"Panulirus homarus (Linnaeus, 1758)",Animalia,Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,"Indian Ocean",Maldives,"Kurumba Island Resort, North Male Atoll","Kurumba Reef",1
"Panulirus japonicus (Von Siebold, 1824)",Animalia,Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,"Laccadive Sea",Maldives,"Ari Atoll","Madivaru Rangali Manta Point",1
"Panulirus penicillatus (Olivier, 1791)",Animalia,Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,"Indian Ocean",Maldives,"Ari Atoll","Moofushi House Reef",2
"Panulirus penicillatus (Olivier, 1791)",Animalia,Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,"Indian Ocean",Maldives,"Nord Nilandhe Atoll","Filitheyo House Reef",2
"Panulirus penicillatus (Olivier, 1791)",Animalia,Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,"Indian Ocean",Maldives,"North Ari Atoll",Fesdu,1
"Panulirus penicillatus (Olivier, 1791)",Animalia,Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,"Medhufushi Meemu Atoll",Maldives,"Medhufushi Meemu Atoll","Triple Rock Medhufushi Meemu Atoll",1
"Paracanthurus hepatus (Linnaeus, 1766)",Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Paracanthurus,"Laccadive Sea",Maldives,"Ari Atoll","Rangali Madivaru",1
"Parachela oxygastroides (Bleeker, 1852)",Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Parachela,"Laccadive Sea",Maldives,"Lhaviyani Atoll","Anemone Thila",1
"Paragaleus pectoralis (Garman, 1906)",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Hemigaleidae,Paragaleus,"Laccadive Sea",Maldives,"Male Atoll","Nalaguraidhoo Thila",1
"Pastinachus sephen (Forsskål, 1775)",Animalia,Chordata,Elasmobranchii,Rajiformes,Dasyatidae,Pastinachus,"Indian Ocean",Maldives,"Kuramathi (Rasdhoo Atoll)","Three Palms",1
"Pastinachus sephen (Forsskål, 1775)",Animalia,Chordata,Elasmobranchii,Rajiformes,Dasyatidae,Pastinachus,"Laccadive Sea",Maldives,"South Ari Atoll","Kuduh Rah Thila",1
"Phoxocampus belcheri (Kaup, 1856)",Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Phoxocampus,"Indian Ocean",Maldives,"Kuramathi (Rasdhoo Atoll)","Laguna Kuramathi",1
"Phyllidia varicosa Lamarck 1801",,,,,,,"Indian Ocean",Maldives,"Nord Nilandhe Atoll","Filitheyo House Reef",1
"Phyllidia varicosa Lamarck 1801",,,,,,,"Indian Ocean",Maldives,"North Ari Atoll",Fesdu,1
"Planes minutus (Linnaeus, 1758)",Animalia,Arthropoda,Malacostraca,Decapoda,Grapsidae,Planes,"Indian Ocean",Maldives,"Ari Atoll","Moofushi House Reef",1
"Platax orbicularis (Forsskål, 1775)",Animalia,Chordata,Actinopterygii,Perciformes,Ephippidae,Platax,"Indian Ocean",Maldives,"South Ari Atoll","Vilamendhoo Thila",1
"Platax teira (Forsskål, 1775)",Animalia,Chordata,Actinopterygii,Perciformes,Ephippidae,Platax,"Indian Ocean",Maldives,"Male Atoll","Waa Ggiri",1
"Platax teira (Forsskål, 1775)",Animalia,Chordata,Actinopterygii,Perciformes,Ephippidae,Platax,"Laccadive Sea",Maldives,"Kuredu, Lhaviyani Atoll","Kuredu House Reef",1
"Platax teira (Forsskål, 1775)",Animalia,Chordata,Actinopterygii,Perciformes,Ephippidae,Platax,"Laccadive Sea",Maldives,"North Ari Atoll","Fish Head",1
"Platax teira (Forsskål, 1775)",Animalia,Chordata,Actinopterygii,Perciformes,Ephippidae,Platax,"Laccadive Sea",Maldives,"North Ari Atoll","Maalhos Thila",1
"Platax teira (Forsskål, 1775)",Animalia,Chordata,Actinopterygii,Perciformes,Ephippidae,Platax,"Laccadive Sea",Maldives,"North Ari Atoll","Orimas Thila",1
"Platax teira (Forsskål, 1775)",Animalia,Chordata,Actinopterygii,Perciformes,Ephippidae,Platax,"Laccadive Sea",Maldives,"South Ari Atoll","Pineaple Thila",1
"Plectorhinchus orientalis (Bloch, 1793)",Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Plectorhinchus,"Indian Ocean",Maldives,"Kuramathi (Rasdhoo Atoll)","Laguna Kuramathi",1
"Plectorhinchus orientalis (Bloch, 1793)",Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Plectorhinchus,"Indian Ocean",Maldives,"Nord Nilandhe Atoll","Filitheyo House Reef",3
"Plectorhinchus orientalis (Bloch, 1793)",Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Plectorhinchus,"Indian Ocean",Maldives,"Rasdhoo Atoll","Veligandu North",1
"Plectorhinchus orientalis (Bloch, 1793)",Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Plectorhinchus,"Laccadive Sea",Maldives,"Kuredu, Lhaviyani Atoll","Kuredu House Reef",1
"Plectorhinchus vittatus (Linnaeus, 1758)",Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Plectorhinchus,"Laccadive Sea",Maldives,"Lhaviyani Atoll","Mashura Outreef",1
"Plectorhinchus vittatus (Linnaeus, 1758)",Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Plectorhinchus,"Océan indien",Maldives,"Lhaviyani Atoll",Aquarium,1
"Plectropomus laevis (Lacepède, 1801)",Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Plectropomus,"Indian Ocean",Maldives,"Nord Nilandhe Atoll, Filitheyo","The Cathedral",1
"Pomacanthus annularis (Bloch, 1787)",Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Pomacanthus,"Indian Ocean",Maldives,"Rasdhoo Atoll","Veligandu North",1
"Pomacanthus imperator (Bloch, 1787)",Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Pomacanthus,"Indian Ocean",Maldives,"Kuramathi (Rasdhoo Atoll)","Laguna Kuramathi",1
"Pomacanthus imperator (Bloch, 1787)",Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Pomacanthus,"Laccadive Sea",Maldives,"Dhonveli Island, North Male Atoll",Aquarium,1
"Pomacanthus imperator (Bloch, 1787)",Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Pomacanthus,"Laccadive Sea",Maldives,"Kuredu, Lhaviyani Atoll","Kuredu House Reef",1
"Pomacanthus semicirculatus (Cuvier, 1831)",Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Pomacanthus,"Laccadive Sea",Maldives,"Male Atoll","Maldives Victory Wreck",1
"Pomacanthus xanthometopon (Bleeker, 1853)",Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Pomacanthus,"Indian Ocean",Maldives,"Rasdhoo Atoll","Veligandu North",1
"Pomacanthus xanthometopon (Bleeker, 1853)",Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Pomacanthus,"Indian Oceean",Maldives,"Nord Nilandhe Atoll, Filitheyo","Ayer's Rock",1
"Pomacanthus xanthometopon (Bleeker, 1853)",Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Pomacanthus,"Laccadive Sea",Maldives,"Ari Atoll","Rangali Madivaru",1
"Pomacanthus xanthometopon (Bleeker, 1853)",Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Pomacanthus,"Laccadive Sea",Maldives,"Dhonveli Island, North Male Atoll",Aquarium,1
"Pomacanthus xanthometopon (Bleeker, 1853)",Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Pomacanthus,"South Ari Atol",Maldives,"North Ari Atoll",Raidhigaa,1
"Pomacentrus caeruleus Quoy and Gaimard, 1825",Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Pomacentrus,"Indian Ocean",Maldives,"Nord Nilandhe Atoll, Filitheyo","Two Brothers",1
"Pseudanthias cooperi (Regan, 1902)",Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Pseudanthias,"Dhuni Kohlu",Maldives,"Baa atoll ","Mas Giri",1
"Pseudanthias cooperi (Regan, 1902)",Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Pseudanthias,"Laccadive Sea",Maldives,"North Ari Atoll","Fish Head",1
"Pseudanthias cooperi (Regan, 1902)",Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Pseudanthias,"Laccadive Sea",Maldives,"North Ari Atoll","Maalhos Thila",1
"Pseudanthias cooperi (Regan, 1902)",Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Pseudanthias,"Laccadive Sea",Maldives,"North Ari Atoll","Orimas Thila",1
"Pseudanthias pulcherrimus (Heemstra & Randall, 1986)",Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Pseudanthias,"Dhuni Kohlu",Maldives,"Baa atoll ","Mas Giri",1
