id,name,lat,long,location_name,region_name,country_name
110522,"Sun Island's House Reef",3.48849,72.8013,"South Ari Atoll","Laccadive Sea",Maldives
110545,"Broken Rock",3.55625,72.936,"South Ari Atoll","Laccadive Sea",Maldives
110547,"Kudadhoo Beyru",3.47607,72.8708,"South Ari Atoll","Laccadive Sea",Maldives
110580,"Thinfushi Etere Thila",3.56362,72.9393,"South Ari Atoll","Laccadive Sea",Maldives
110581,"Dhidhdoo Faru",3.48421,72.8877,"South Ari Atoll","Laccadive Sea",Maldives
110660,"Hurolhi Corner",3.55287,72.7089,"South Ari Atoll","Laccadive Sea",Maldives
110662,"Kuda Known Thila",3.54418,72.8181,"South Ari Atoll","Laccadive Sea",Maldives
110663,"Kudhimaa Wreck",3.5925,72.8809,"South Ari Atoll","Laccadive Sea",Maldives
110664,"Holiday Thila",3.495,72.8239,"South Ari Atoll","Laccadive Sea",Maldives
110798,"Sun Island's House Reef",3.48849,72.8013,"Ari Atoll","Laccadive Sea",Maldives
111372,Madivaru,4.5009,73.3685,"Kaafu Atoll","Indian Ocean",Maldives
111408,"Sheraton Lagoon",4.2501,73.5405,"North Male Atoll","Indian Ocean",Maldives
111410,"Potato Thila",4.25911,73.5332,"North Male Atoll","Indian Ocean",Maldives
111774,"Kuda Thila",4.2531,73.5415,"North Male Atoll","Indian Ocean",Maldives
111876,"Gaathu Giri",4.24923,73.5396,"North Male Atoll","Indian Ocean",Maldives
112210,"Lankan Manta Poiint",0,0,"Male Dives North Male Atoll","Indian Ocean",Maldives
112211,"Kuda Giri Wreck",0,0,"Male Dives South Male Atoll","Indian Ocean",Maldives
112212,"Medhu Fasu Corner",0,0,"Male Dives South Male Atoll","Indian Ocean",Maldives
112213,"Kandooma Thila",0,0,"Male Dives South Male Atoll","Indian Ocean",Maldives
112214,"Vilivasu Giri",0,0,"Male Dives South Male Atoll","Indian Ocean",Maldives
112215,"Guraidhoo Beyru",0,0,"Male Dives South Male Atoll","Indian Ocean",Maldives
112216,"Omadhoo Thila",0,0,"Male Dives North Male Atoll","Indian Ocean",Maldives
112217,"Mayaa Thila",0,0,"Male Dives North Male Atoll","Indian Ocean",Maldives
112218,"Hafushaa Thila",0,0,"Male Dives North Male Atoll","Indian Ocean",Maldives
112219,"Hafushaa Thila",0,0,"Male Dives North Male Atoll","Indian Ocean",Maldives
112220,"Hafushaa Thila",0,0,"Male Dives North Male Atoll","Indian Ocean",Maldives
